date,wm_yr_wk,weekday,wday,month,year,d,item_id,dept_id,cat_id,store_id,state_id,ventas,sell_price,event_name_1,event_type_1,event_name_2,event_type_2
2013-01-01,11249,Tuesday,4,1,2013,d_704,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,7,1.48,NewYear,National,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,224,1.25,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,23,4.28,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,27,1.48,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,75,2.98,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,31,1.58,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,62,1.58,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,24,2.68,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,16,1.48,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,32,1.25,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,5,4.28,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,5,1.48,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,6,2.98,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,4,1.58,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,16,1.58,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,10,2.68,,,,
2013-01-02,11249,Wednesday,5,1,2013,d_705,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,5,1.48,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,241,1.25,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,23,4.28,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,40,1.48,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,54,2.98,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,37,1.58,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,65,1.58,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,19,2.68,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,24,1.48,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,29,1.25,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,2,4.28,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,6,1.48,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,5,2.98,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,9,1.58,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,20,1.58,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,10,2.68,,,,
2013-01-03,11249,Thursday,6,1,2013,d_706,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,11,1.48,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,232,1.25,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,25,4.28,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,49,1.48,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,46,2.98,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,24,1.58,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,76,1.58,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,17,2.68,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,26,1.48,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,52,1.25,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,5,4.28,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,17,1.48,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,4,2.98,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,9,1.58,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,20,1.58,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,10,2.68,,,,
2013-01-04,11249,Friday,7,1,2013,d_707,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,5,1.48,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,301,1.25,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,28,4.28,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,34,1.48,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,63,2.98,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,34,1.58,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,84,1.58,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,105,2.68,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,21,1.48,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,43,1.25,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,5,4.28,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,8,1.48,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,7,2.98,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,1,1.58,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,12,1.58,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,9,2.68,,,,
2013-01-05,11250,Saturday,1,1,2013,d_708,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,9,1.48,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,270,1.25,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,29,4.28,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,28,1.48,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,66,2.98,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,34,1.58,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,82,1.58,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,114,2.68,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,21,1.48,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,48,1.25,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,6,4.28,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,7,1.48,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,10,2.98,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,2,1.58,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,18,1.58,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,7,2.68,,,,
2013-01-06,11250,Sunday,2,1,2013,d_709,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,8,1.48,,,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,188,1.25,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,28,4.28,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,22,1.48,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,63,2.98,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,24,1.58,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,67,1.58,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,64,2.68,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,16,1.48,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,30,1.25,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,8,4.28,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,11,1.48,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,11,2.98,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,6,1.58,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,14,1.58,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,17,2.68,OrthodoxChristmas,Religious,,
2013-01-07,11250,Monday,3,1,2013,d_710,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,3,1.48,OrthodoxChristmas,Religious,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,215,1.25,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,26,4.28,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,23,1.48,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,55,2.98,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,26,1.58,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,57,1.58,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,23,2.68,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,19,1.48,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,29,1.25,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,4,4.28,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,9,1.48,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,6,2.98,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,6,1.58,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,15,1.58,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,9,2.68,,,,
2013-01-08,11250,Tuesday,4,1,2013,d_711,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,4,1.48,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,197,1.25,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,24,4.28,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,11,1.48,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,45,2.98,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,24,1.58,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,42,1.58,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,25,2.68,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,18,1.48,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,19,1.25,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,10,4.28,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,8,1.48,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,8,2.98,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,4,1.58,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,10,1.58,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,19,2.68,,,,
2013-01-09,11250,Wednesday,5,1,2013,d_712,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,2,1.48,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,245,1.25,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,25,4.28,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,19,1.48,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,50,2.98,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,19,1.58,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_586,FOODS_3,FOODS,CA_3,CA,56,1.58,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_587,FOODS_3,FOODS,CA_3,CA,11,2.68,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_714,FOODS_3,FOODS,CA_3,CA,12,1.48,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_090,FOODS_3,FOODS,CA_4,CA,22,1.25,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,0,4.98,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,8,4.28,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_252,FOODS_3,FOODS,CA_4,CA,13,1.48,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_288,FOODS_3,FOODS,CA_4,CA,0,,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_329,FOODS_3,FOODS,CA_4,CA,10,2.98,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_555,FOODS_3,FOODS,CA_4,CA,4,1.58,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_586,FOODS_3,FOODS,CA_4,CA,18,1.58,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_587,FOODS_3,FOODS,CA_4,CA,13,2.68,,,,
2013-01-10,11250,Thursday,6,1,2013,d_713,FOODS_3_714,FOODS_3,FOODS,CA_4,CA,3,1.48,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_090,FOODS_3,FOODS,CA_3,CA,214,1.25,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,0,4.98,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_202,FOODS_3,FOODS,CA_3,CA,16,4.28,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_252,FOODS_3,FOODS,CA_3,CA,28,1.48,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_288,FOODS_3,FOODS,CA_3,CA,0,,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_329,FOODS_3,FOODS,CA_3,CA,37,2.98,,,,
2013-01-11,11250,Friday,7,1,2013,d_714,FOODS_3_555,FOODS_3,FOODS,CA_3,CA,19,1.58,,,,
